onet_soc_code,title,description,stem_occupation_types,bright_outlook,job_zone,updated_year,reported_job_titles,n_tasks,n_subtasks,detail_fetched,source_url,fetched_at
29-1141.02,Advanced Practice Psychiatric Nurses,"Assess, diagnose, and treat individuals and families with mental health or substance use disorders or the potential for such disorders. Apply therapeutic activities, including the prescription of medication, per state regulations, and the administration of psychotherapy.","Research, Development, Design, and Practitioners",1,5,2026,Adult Psychiatric Mental Health APRN (Adult Psychiatric Mental Health Advanced Practice Registered Nurse); Advanced Practice Psychiatric Nurse; APN (Advanced Practice Nurse); Board Certified Psychiatric Mental Health Clinical Nurse Specialist (BC PMH-CNS); PMHNP (Psychiatric-Mental Health Nurse Practitioner); Psychiatric APN (Psychiatric Advanced Practice Nurse); Psychiatric Clinical Nurse Specialist (Psychiatric CNS); Psychiatric NP (Psychiatric Nurse Practitioner); Psychiatric Provider; Psychiatry APRN (Psychiatry Advanced Practice Registered Nurse),25,22,1,https://www.onetonline.org/link/details/29-1141.02,2026-09-16T20:57:39Z
29-1141.03,Critical Care Nurses,Provide specialized nursing care for patients in critical or coronary care units.,"Research, Development, Design, and Practitioners",1,4,2026,Certified Critical Care Nurse; Critical Care Nurse Practitioner; Critical Care Registered Nurse (CCRN); ICU Critical Care NP (Intensive Care Unit Critical Care Nurse Practitioner); ICU Nurse (Intensive Care Unit Nurse); Intensive Care Unit Registered Nurse (ICU RN); Newborn ICU RN (Newborn Intensive Care Unit Registered Nurse); Nurse; Pediatric Critical Care Nurse Practitioner; Staff Nurse,29,33,1,https://www.onetonline.org/link/details/29-1141.03,2026-09-16T20:57:39Z
29-1141.04,Clinical Nurse Specialists,"Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards.","Research, Development, Design, and Practitioners",1,5,2026,APN (Advanced Practice Nurse); Board Certified Clinical Nurse Specialist (CNS-BC); CNS (Clinical Nurse Specialist); Critical Care CNS (Critical Care Clinical Nurse Specialist); Emergency Clinical Nurse Specialist (Emergency CNS); ICU CNS (Intensive Care Unit Clinical Nurse Specialist); Neuroscience Clinical Nurse Specialist (Neuroscience CNS); Pediatric Clinical Nurse Specialist (Pediatric CNS); Psychiatric Adult Clinical Nurse Specialist (Psychiatric Adult CNS); Trauma ICU CNS (Trauma Intensive Care Unit Clinical Nurse Specialist),31,27,1,https://www.onetonline.org/link/details/29-1141.04,2026-09-16T20:57:40Z
29-1151.00,Nurse Anesthetists,"Administer anesthesia, monitor patient's vital signs, and oversee patient recovery from anesthesia. May assist anesthesiologists, surgeons, other physicians, or dentists. Must be registered nurses who have specialized graduate education.","Research, Development, Design, and Practitioners",1,5,2026,Certified Registered Nurse Anesthetist (CRNA); Nurse Anesthetist; Staff Certified Registered Nurse Anesthetist (Staff CRNA); Staff Nurse Anesthetist,24,27,1,https://www.onetonline.org/link/details/29-1151.00,2026-09-16T20:57:41Z
29-1161.00,Nurse Midwives,"Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education.","Research, Development, Design, and Practitioners",1,5,2026,Certified Nurse-Midwife (CNM); Nurse Midwife; Staff Certified Nurse Midwife; Staff Nurse Midwife,23,23,1,https://www.onetonline.org/link/details/29-1161.00,2026-09-16T20:57:41Z
29-1171.00,Nurse Practitioners,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.","Research, Development, Design, and Practitioners",1,5,2026,ACNP (Acute Care Nurse Practitioner); Adult Nurse Practitioner; Advanced Practice Registered Nurse (APRN); ARNP Specialist (Advanced Registered Nurse Practitioner Specialist); Family Nurse Practitioner (FNP); Family Practice Certified Advanced Registered Nurse Practitioner; Gastroenterology Nurse Practitioner; Nurse Practitioner (NP); Pediatric Nurse Practitioner (PNP); Women's Health Care Nurse Practitioner,27,27,1,https://www.onetonline.org/link/details/29-1171.00,2026-09-16T20:57:42Z
29-1181.00,Audiologists,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,"Research, Development, Design, and Practitioners",1,5,2026,Audiologist; Audiology Doctor (AUD); Certificate of Clinical Competence in Audiology Licensed Audiologist (CCC-A Licensed Audiologist); Clinical Audiologist; Dispensing Audiologist; Educational Audiologist; Forensic Audiologist; Industrial Audiologist; Pediatric Audiologist; Staff Audiologist,22,26,1,https://www.onetonline.org/link/details/29-1181.00,2026-09-16T20:57:43Z
29-1211.00,Anesthesiologists,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.","Research, Development, Design, and Practitioners",0,5,2026,Anesthesiologist MD (Anesthesiologist Medical Doctor); Anesthesiology Resident; Attending Anesthesiologist; Cardiothoracic Anesthesiologist; Critical Care Anesthesiologist; Medical Doctor (MD); Obstetrical Anesthesiologist; Pediatric Anesthesiologist; Physician; Physician Anesthesiologist,20,24,1,https://www.onetonline.org/link/details/29-1211.00,2026-09-16T20:57:44Z
29-1212.00,Cardiologists,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.","Research, Development, Design, and Practitioners",0,5,2026,,25,25,1,https://www.onetonline.org/link/details/29-1212.00,2026-09-16T20:57:44Z
29-1213.00,Dermatologists,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.","Research, Development, Design, and Practitioners",1,5,2026,Board Certified Dermatologist; Dermatologist MD (Dermatologist Medical Doctor); Dermatologist Physician; Dermatopathologist; Doctor; MD (Medical Doctor); Mohs Micrographic Surgeon; Mohs Surgeon; Pediatric Dermatologist; Practicing Dermatologist,18,14,1,https://www.onetonline.org/link/details/29-1213.00,2026-09-16T20:57:45Z
29-1214.00,Emergency Medicine Physicians,"Make immediate medical decisions and act to prevent death or further disability. Provide immediate recognition, evaluation, care, stabilization, and disposition of patients. May direct emergency medical staff in an emergency department.","Research, Development, Design, and Practitioners",0,5,2026,Attending Emergency Physician; Attending Physician; Emergency MD (Emergency Medicine Doctor); Emergency Medicine Physician (EM Physician); Emergency Physician; MD (Medical Doctor); Physician,19,19,1,https://www.onetonline.org/link/details/29-1214.00,2026-09-16T20:57:46Z
29-1215.00,Family Medicine Physicians,"Diagnose, treat, and provide preventive care to individuals and families across the lifespan. May refer patients to specialists when needed for further diagnosis or treatment.","Research, Development, Design, and Practitioners",0,5,2026,Board Certified Family Physician; Family Medicine Physician; Family Physician; Family Practice Medical Doctor (FP MD); Family Practice Physician (FP Physician); Family Practitioner; Medical Doctor (MD); Medical Staff Physician; Physician; Primary Care Physician,12,18,1,https://www.onetonline.org/link/details/29-1215.00,2026-09-16T20:57:47Z
29-1216.00,General Internal Medicine Physicians,"Diagnose and provide nonsurgical treatment for a wide range of diseases and injuries of internal organ systems. Provide care mainly for adults and adolescents, and are based primarily in an outpatient care setting.","Research, Development, Design, and Practitioners",0,5,2026,Doctor; Gastroenterologist; General Internal Medicine Physician; General Internist; Internal Medicine Doctor; Internal Medicine Physician (IM Physician); Internist; Medical Doctor (MD); Physician; Primary Care Physician,19,22,1,https://www.onetonline.org/link/details/29-1216.00,2026-09-16T20:57:47Z
29-1217.00,Neurologists,"Diagnose, manage, and treat disorders and diseases of the brain, spinal cord, and peripheral nerves, with a primarily nonsurgical focus.","Research, Development, Design, and Practitioners",1,5,2026,Adult and Pediatric Neurologist; Adult Neurologist; General Neurologist; Neurologist; Pediatric Neurologist; Physician,24,23,1,https://www.onetonline.org/link/details/29-1217.00,2026-09-16T20:57:48Z
29-1218.00,Obstetricians and Gynecologists,"Provide medical care related to pregnancy or childbirth. Diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general care to women. May perform both medical and gynecological surgery functions.","Research, Development, Design, and Practitioners",0,5,2026,GYN (Gynecologist); MD (Medical Doctor); OB (Obstetrician); OB/GYN (Obstetrician Gynecologist); OBGYN (Obstetrician and Gynecologist); OBGYN MD (Obstetrics Gynecology Medical Doctor); OBGYN Physician (Obstetrics and Gynecology Physician); Physician; Physician GYN (Physician Gynecologist); Physician OB (Physician Obstetrician),15,21,1,https://www.onetonline.org/link/details/29-1218.00,2026-09-16T20:57:49Z
29-1221.00,"Pediatricians, General","Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed.","Research, Development, Design, and Practitioners",0,5,2026,Developmental Pediatrician; Emergency Room Pediatrician (ER Pediatrician); General Pediatrician; Group Practice Pediatrician; Medical Doctor (MD); Pediatric Emergency Medicine Physician; Pediatric Physician; Physician; Primary Care Pediatrician,17,23,1,https://www.onetonline.org/link/details/29-1221.00,2026-09-16T20:57:50Z
29-1222.00,"Physicians, Pathologists","Diagnose diseases and conduct lab tests using organs, body tissues, and fluids. Includes medical examiners.","Research, Development, Design, and Practitioners",0,5,2026,Anatomic Pathologist; Cytopathologist; Dermatopathologist; Forensic Pathologist; Hematopathologist; Neuropathologist; Oral Pathologist; Pathologist; Surgical Pathologist,19,19,1,https://www.onetonline.org/link/details/29-1222.00,2026-09-16T20:57:50Z
29-1223.00,Psychiatrists,"Diagnose, treat, and help prevent mental disorders.","Research, Development, Design, and Practitioners",1,5,2026,Adolescent Psychiatrist; Adult Psychiatrist; Attending Psychiatrist; Board Certified Psychiatrist; Child and Adolescent Psychiatrist; Child Psychiatrist; Consulting Psychiatrist; Forensic Psychiatrist; Medical Doctor (MD); Physician,14,18,1,https://www.onetonline.org/link/details/29-1223.00,2026-09-16T20:57:51Z
29-1224.00,Radiologists,"Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests.","Research, Development, Design, and Practitioners",0,5,2026,Attending Physician; Diagnostic Radiologist; Interventional Neuroradiologist; Interventional Radiologist; Musculoskeletal Specialty Radiologist (MSK Specialty Radiologist); Neuroradiologist; Nuclear Medicine Physician; Nuclear Medicine Specialist; Physician; Radiologist,30,32,1,https://www.onetonline.org/link/details/29-1224.00,2026-09-16T20:57:52Z
29-1229.00,"Physicians, All Other",All physicians not listed separately.,"Research, Development, Design, and Practitioners",0,,,,0,0,1,https://www.onetonline.org/link/details/29-1229.00,2026-09-16T20:57:52Z
29-1229.01,Allergists and Immunologists,"Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system.","Research, Development, Design, and Practitioners",0,5,2026,Adult and Pediatric Allergy Partner; Allergist; Allergy and Immunology Physician; Allergy and Immunology Specialist; Allergy Physician; Immunologist; Immunology Physician; MD (Medical Doctor); Pediatric Pulmonologist; Physician,16,18,1,https://www.onetonline.org/link/details/29-1229.01,2026-09-16T20:57:53Z
29-1229.02,Hospitalists,"Provide inpatient care predominantly in settings such as medical wards, acute care units, intensive care units, rehabilitation centers, or emergency rooms. Manage and coordinate patient care throughout treatment.","Research, Development, Design, and Practitioners",0,5,2026,Academic Hospitalist; Consultant Physician; Hospitalist; Hospitalist Medical Doctor (Hospitalist MD); MD (Medical Doctor); Physician,14,16,1,https://www.onetonline.org/link/details/29-1229.02,2026-09-16T20:57:54Z
29-1229.03,Urologists,"Diagnose, treat, and help prevent benign and malignant medical and surgical disorders of the genitourinary system and the renal glands.","Research, Development, Design, and Practitioners",0,5,2026,Acute Care Physician; MD (Medical Doctor); Owner; Physician; Practicing Urologist; Surgeon; Urologic Surgeon; Urologist; Urology MD (Urology Medical Doctor),14,16,1,https://www.onetonline.org/link/details/29-1229.03,2026-09-16T20:57:54Z
29-1229.04,Physical Medicine and Rehabilitation Physicians,"Diagnose and treat disorders requiring physiotherapy to provide physical, mental, and occupational rehabilitation.","Research, Development, Design, and Practitioners",0,5,2026,Acute Rehabilitation Unit Physiatrist; Attending Physician; EDX Medicine MD (Electrodiagnostic Medicine Medical Doctor); MD (Medical Doctor); Pain Management Physician; Pediatric Physiatrist; Physiatrist; Physician; PM and R MD (Physical Medicine and Rehabilitation Medical Doctor); Rehabilitation Physician,16,14,1,https://www.onetonline.org/link/details/29-1229.04,2026-09-16T20:57:55Z
29-1229.05,Preventive Medicine Physicians,"Apply knowledge of general preventive medicine and public health issues to promote health care to groups or individuals, and aid in the prevention or reduction of risk of disease, injury, disability, or death. May practice population-based medicine or diagnose and treat patients in the context of clinical health promotion and disease prevention.","Research, Development, Design, and Practitioners",0,5,2026,Occupational Medicine Physician; Occupational Physician; Physician; Preventive Medicine Physician; Primary Clinician; Public Health Officer; Public Health Physician,15,16,1,https://www.onetonline.org/link/details/29-1229.05,2026-09-16T20:57:56Z
29-1229.06,Sports Medicine Physicians,"Diagnose, treat, and help prevent injuries that occur during sporting events, athletic training, and physical activities.","Research, Development, Design, and Practitioners",0,5,2026,Athletic Team Physician; MD (Medical Doctor); Nonsurgical Primary Care Sports Medicine Physician; Orthopedic Team Physician; Pediatric Sports Medicine Physician; Physician; Sports Medicine Medical Doctor (Sports Medicine MD); Sports Medicine Primary Care Physician; Sports Medicine Specialist; Team Physician,29,28,1,https://www.onetonline.org/link/details/29-1229.06,2026-09-16T20:57:57Z
29-1241.00,"Ophthalmologists, Except Pediatric",Diagnose and perform surgery to treat and help prevent disorders and diseases of the eye. May also provide vision services for treatment including glasses and contacts.,"Research, Development, Design, and Practitioners",0,5,2026,Clinical Ophthalmologist; Cornea Specialist; Glaucoma Specialist; Oculoplastic Specialist; Ophthalmic Surgeon; Ophthalmologist; Ophthalmologist Specialist; Physician; Retina Specialist; Surgical Ophthalmologist,18,19,1,https://www.onetonline.org/link/details/29-1241.00,2026-09-16T20:57:57Z
29-1242.00,"Orthopedic Surgeons, Except Pediatric",Diagnose and perform surgery to treat and prevent rheumatic and other diseases in the musculoskeletal system.,"Research, Development, Design, and Practitioners",0,5,2026,General Surgeon; Hand Surgeon; Orthopaedic Surgeon; Orthopedic Surgeon; Physician; Surgeon,15,20,1,https://www.onetonline.org/link/details/29-1242.00,2026-09-16T20:57:58Z
29-1243.00,Pediatric Surgeons,"Diagnose and perform surgery to treat fetal abnormalities and birth defects, diseases, and injuries in fetuses, premature and newborn infants, children, and adolescents. Includes all pediatric surgical specialties and subspecialties.","Research, Development, Design, and Practitioners",0,5,2026,Cardiovascular Surgeon; General Surgeon; Hand Surgeon; Physician; Plastic Surgeon; Surgeon; Thoracic Surgeon; Vascular Surgeon,18,22,1,https://www.onetonline.org/link/details/29-1243.00,2026-09-16T20:57:58Z
29-1249.00,"Surgeons, All Other",All surgeons not listed separately.,"Research, Development, Design, and Practitioners",0,,,,0,0,1,https://www.onetonline.org/link/details/29-1249.00,2026-09-16T20:57:59Z
29-1291.00,Acupuncturists,"Diagnose, treat, and prevent disorders by stimulating specific acupuncture points within the body using acupuncture needles. May also use cups, nutritional supplements, therapeutic massage, acupressure, and other alternative health therapies.","Research, Development, Design, and Practitioners",1,5,2026,Acupuncture Doctor; Acupuncture Physician; Acupuncture Provider; Acupuncturist; Chinese Medical Doctor (Chinese MD); Chinese Medicine Doctor; Herbalist; Licensed Acupuncturist (LAC); Oriental Medicine Provider; Traditional Chinese Medicine Doctor,18,14,1,https://www.onetonline.org/link/details/29-1291.00,2026-09-16T20:58:00Z
29-1292.00,Dental Hygienists,Administer oral hygiene care to patients. Assess patient oral hygiene problems or needs and maintain health records. Advise patients on oral health maintenance and disease prevention. May provide advanced care such as providing fluoride treatment or administering topical anesthesia.,"Research, Development, Design, and Practitioners",1,3,2026,Dental Hygienist; Hygienist; Licensed Dental Hygienist; Pediatric Dental Hygienist; Registered Dental Hygienist (RDH),16,15,1,https://www.onetonline.org/link/details/29-1292.00,2026-09-16T20:58:01Z
29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",All healthcare diagnosing or treating practitioners not listed separately.,"Research, Development, Design, and Practitioners",0,,,,0,0,1,https://www.onetonline.org/link/details/29-1299.00,2026-09-16T20:58:01Z
29-1299.01,Naturopathic Physicians,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies.","Research, Development, Design, and Practitioners",0,5,2026,Doctor (Dr); Naturopathic Doctor; Naturopathic Endocrinologist; Naturopathic Medicine Doctor; Naturopathic Oncologist; Naturopathic Oncology Provider; Physician,20,21,1,https://www.onetonline.org/link/details/29-1299.01,2026-09-16T20:58:02Z
29-1299.02,Orthoptists,Diagnose and treat visual system disorders such as binocular vision and eye movement impairments.,"Research, Development, Design, and Practitioners",0,5,2026,Clinical Orthoptist (CO); CO (Certified Orthoptist),16,15,1,https://www.onetonline.org/link/details/29-1299.02,2026-09-16T20:58:03Z
29-2011.00,Medical and Clinical Laboratory Technologists,"Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff.",Technologists and Technicians,0,4,2026,Clinical Chemist; Clinical Laboratory Scientist (CLS); Clinical Laboratory Technologist; Histologist Technologist; Lab Tech (Laboratory Technologist); Medical Lab Technologist (Medical Laboratory Technologist); Medical Technologist (MT); Microbiology Technologist (MT); MLS (Medical Laboratory Scientist); Technologist,16,16,1,https://www.onetonline.org/link/details/29-2011.00,2026-09-16T20:58:04Z
29-2011.01,Cytogenetic Technologists,"Analyze chromosomes or chromosome segments found in biological specimens, such as amniotic fluids, bone marrow, solid tumors, and blood to aid in the study, diagnosis, classification, or treatment of inherited or acquired genetic diseases. Conduct analyses through classical cytogenetic, fluorescent in situ hybridization (FISH) or array comparative genome hybridization (aCGH) techniques.",Technologists and Technicians,0,4,2026,Certified Cytogenetic Technologist; Clinical Cytogeneticist Scientist (CCS); Cytogenetics Clinical Laboratory Specialist (CG CLSp); Cytogenetics Specialist; Cytogenetics Technical Specialist; Lab Technologist (Laboratory Technologist); Microarray Laboratory Technologist (Microarray Lab Technologist); Molecular Genetics Technologist,30,20,1,https://www.onetonline.org/link/details/29-2011.01,2026-09-16T20:58:04Z
29-2011.02,Cytotechnologists,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices.",Technologists and Technicians,0,5,2026,Cytologist; Cytology Applications Specialist; Cytology Coordinator; Cytology Technical Specialist; Cytotechnologist,13,13,1,https://www.onetonline.org/link/details/29-2011.02,2026-09-16T20:58:05Z
29-2011.04,Histotechnologists,Apply knowledge of health and disease causes to evaluate new laboratory techniques and procedures to examine tissue samples. Process and prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May solve technical or instrument problems or assist with research studies.,Technologists and Technicians,0,4,2026,Clinical Lab Manager (Clinical Laboratory Manager); Histology Lab Manager (Histology Laboratory Manager); Histology Specialist; Histology Technologist; Histotechnologist,17,12,1,https://www.onetonline.org/link/details/29-2011.04,2026-09-16T20:58:05Z
29-2012.00,Medical and Clinical Laboratory Technicians,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist.",Technologists and Technicians,0,3,2026,Clinical Lab Tech (Clinical Laboratory Technician); Lab Assistant (Laboratory Assistant); Lab Associate (Laboratory Associate); Lab Tech (Laboratory Technician); Medical Lab Assistant (Medical Laboratory Assistant); Medical Technician (Medical Tech); Microbiology MLT (Microbiology Medical Laboratory Technician); MLT (Medical Laboratory Technician); Specimen Processor; Travel Medical Lab Tech (Travel Medical Laboratory Technician),14,21,1,https://www.onetonline.org/link/details/29-2012.00,2026-09-16T20:58:06Z
29-2012.01,Histology Technicians,Prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May assist with research studies.,Technologists and Technicians,0,3,2026,Clinical Histology Technician (Clinical Histology Tech); Histologic Technician (HT); Histologist; Histology Consultant; Histology Coordinator; Histology Technician (HT); Histotechnician,9,5,1,https://www.onetonline.org/link/details/29-2012.01,2026-09-16T20:58:07Z
29-2031.00,Cardiovascular Technologists and Technicians,"Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic, therapeutic, or research purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests.",Technologists and Technicians,0,3,2026,Cardiac Cath Lab Technologist (Cardiac Catheterization Laboratory Technologist); Cardiac Catheterization Technician; Cardiac Technician; Cardio Tech (Cardiovascular Technician); Cardiology Technician; Cardiopulmonary Technician; Cardiovascular Technologist (CVT); Electrocardiogram Technician (EKG Tech); Registered Cardiovascular Invasive Specialist (RCIS),21,27,1,https://www.onetonline.org/link/details/29-2031.00,2026-09-16T20:58:07Z
29-2032.00,Diagnostic Medical Sonographers,Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.,Technologists and Technicians,1,3,2026,Cardiovascular Sonographer; Echo Tech (Echocardiographic Technician); Echosonographer Technologist (Echo Technologist); Medical Sonographer; RDMS (Registered Diagnostic Medical Sonographer); Registered Diagnostic Cardiac Sonographer; RVT (Registered Vascular Technologist); Staff Sonographer; Ultrasound Technician (Ultrasound Tech); Ultrasound Technologist (Ultrasound Tech),19,31,1,https://www.onetonline.org/link/details/29-2032.00,2026-09-16T20:58:08Z
29-2033.00,Nuclear Medicine Technologists,"Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment. Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists. Subject patients to radiation. Execute blood volume, red cell survival, and fat absorption studies following standard laboratory techniques.",Technologists and Technicians,0,3,2026,Certified Nuclear Medicine Technologist (CNMT); Nuclear Cardiology Technologist; Nuclear Medicine PET-CT Technologist (Nuclear Medicine Positron Emission Tomography - Computed Tomography Technologist); Nuclear Medicine Technologist (NMT); Radiation Safety Officer; Registered Nuclear Medicine Technologist; Staff Nuclear Medicine Technologist,18,21,1,https://www.onetonline.org/link/details/29-2033.00,2026-09-16T20:58:09Z
29-2034.00,Radiologic Technologists and Technicians,Take x-rays and CAT scans or administer nonradioactive materials into patient's bloodstream for diagnostic or research purposes. Includes radiologic technologists and technicians who specialize in other scanning modalities.,Technologists and Technicians,0,3,2026,CT Tech (Computed Tomography Technologist); Mammographer; Multimodality Technologist; Radiographer; Radiologic Technician (RAD Tech); Radiology Technician (Radiology Tech); Registered Radiologic Technologist (RT (R)); RT (Radiologic Technologist); X-Ray Tech (X-Ray Technician); X-Ray Tech (X-Ray Technologist),30,28,1,https://www.onetonline.org/link/details/29-2034.00,2026-09-16T20:58:09Z
29-2035.00,Magnetic Resonance Imaging Technologists,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry.",Technologists and Technicians,1,3,2026,MRI Coordinator (Magnetic Resonance Imaging Coordinator); MRI QA Coordinator (Magnetic Resonance Imaging Quality Assurance Coordinator); MRI Radiographer (Magnetic Resonance Imaging Radiographer); MRI Specialist (Magnetic Resonance Imaging Specialist); MRI Tech (Magnetic Resonance Imaging Technician); MRI Technologist (Magnetic Resonance Imaging Technologist); Research MRI Technologist (Research Magnetic Resonance Imaging Technologist),24,25,1,https://www.onetonline.org/link/details/29-2035.00,2026-09-16T20:58:10Z
29-2036.00,Medical Dosimetrists,"Generate radiation treatment plans, develop radiation dose calculations, communicate and supervise the treatment plan implementation, and consult with members of radiation oncology team.",Technologists and Technicians,0,4,2026,CMD (Certified Medical Dosimetrist); Dosimetrist; Medical Dosimetrist; Medical Physicist; Radiation Oncology Medical Physicist,19,31,1,https://www.onetonline.org/link/details/29-2036.00,2026-09-16T20:58:11Z
29-2042.00,Emergency Medical Technicians,Assess injuries and illnesses and administer basic emergency medical care. May transport injured or sick persons to medical facilities.,Technologists and Technicians,1,3,2026,Emergency Medical Technician (EMT); First Responder,12,13,1,https://www.onetonline.org/link/details/29-2042.00,2026-09-16T20:58:11Z
29-2043.00,Paramedics,"Administer basic or advanced emergency medical care and assess injuries and illnesses. May administer medication intravenously, use equipment such as EKGs, or administer advanced life support to sick or injured individuals.",Technologists and Technicians,1,3,2026,Critical Care Paramedic; Firefighter Paramedic; First Responder; Flight Paramedic,14,14,1,https://www.onetonline.org/link/details/29-2043.00,2026-09-16T20:58:12Z
29-2051.00,Dietetic Technicians,"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals.",Technologists and Technicians,0,3,2026,Cook Chill Technician (CCT); Diet Assistant; Diet Clerk; Diet Tech (Diet Technician); Diet Tech (Dietetic Technician); Diet Technician Registered (DTR); Dietary Aide; Dietetic Assistant; Dietetic Technician Registered (DTR); Nutrition Technician,13,19,1,https://www.onetonline.org/link/details/29-2051.00,2026-09-16T20:58:13Z
29-2052.00,Pharmacy Technicians,"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders.",Technologists and Technicians,1,3,2026,Accredited Pharmacy Technician; Certified Pharmacy Technician (CPhT); Chemotherapy Pharmacy Technician (Chemo Pharmacy Technician); Compounding Technician; OR Pharmacy Tech (Operating Room Pharmacy Tech); RPhT (Registered Pharmacy Technician),21,21,1,https://www.onetonline.org/link/details/29-2052.00,2026-09-16T20:58:13Z
29-2053.00,Psychiatric Technicians,"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients' physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with personal hygiene, and administer oral or injectable medications.",Technologists and Technicians,1,3,2026,BHT (Behavioral Health Technician); Health Care Technician (Health Care Tech); LPT (Licensed Psychiatric Technician); Mental Health Associate; Mental Health Specialist; Mental Health Technician (MHT); MHA (Mental Health Assistant); MHW (Mental Health Worker); Psychiatric Technician (PT); Residential Aide (RA),16,21,1,https://www.onetonline.org/link/details/29-2053.00,2026-09-16T20:58:14Z
29-2055.00,Surgical Technologists,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons' assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments.",Technologists and Technicians,1,3,2026,Central Supply Technician (Central Supply Tech); Certified Scrub Technician (Certified Scrub Tech); CST (Certified Surgical Technologist); OR Surgical Tech (Operating Room Surgical Technician); OR Tech (Operating Room Technician); OR Technologist (Operating Room Technologist); Scrub Technician (Scrub Tech); Scrub Technologist (Scrub Tech); Surgical Scrub Technician (Surgical Scrub Tech); Surgical Scrub Technologist (Surgical Scrub Tech),18,19,1,https://www.onetonline.org/link/details/29-2055.00,2026-09-16T20:58:15Z
29-2056.00,Veterinary Technologists and Technicians,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery.",Technologists and Technicians,1,3,2026,Certified Veterinary Technician (CVT); Emergency Veterinary Technician (Emergency Vet Tech); Internal Medicine Veterinary Technician (Internal Medicine Vet Tech); Licensed Veterinary Technician (LVT); Registered Veterinary Technician (RVT); Veterinarian Technician (Vet Tech); Veterinary Laboratory Technician (Vet Lab Tech); Veterinary Nurse (Vet Nurse); Veterinary Technician (Vet Tech); Veterinary Technologist,31,35,1,https://www.onetonline.org/link/details/29-2056.00,2026-09-16T20:58:15Z
